dataset,point,x,y,sigma
71,7,4.924661,1.296781,1.396511
71,8,6.625981,3.803030,1.635906
71,9,9.951999,2.709293,2.103914
72,0,1.989564,0.781561,0.982993
72,1,2.196580,-1.680859,1.012107
72,2,3.034717,-1.324936,1.129981
72,3,5.026075,-0.387774,1.410040
72,4,5.280021,-0.922076,1.445754
72,5,5.797792,1.240943,1.518572
72,6,6.532716,-1.089216,1.621930
72,7,6.993397,-0.107582,1.686719
72,8,8.122401,-0.240192,1.845499
72,9,8.776341,2.064972,1.937467
73,0,0.741943,0.849327,0.560868
73,1,0.884166,0.911817,0.574760
73,2,1.835765,2.031823,0.667711
73,3,2.886710,5.357983,0.770366
73,4,4.020220,8.566302,0.881087
73,5,4.603708,9.597365,0.938081
73,6,4.678260,9.090145,0.945363
73,7,4.748436,8.398795,0.952218
73,8,7.069292,16.078232,1.178917
73,9,8.811671,17.380858,1.349111
74,0,1.537446,-3.402568,0.838966
74,1,1.997380,-2.566378,0.897990
74,2,2.346095,-5.742798,0.942742
74,3,2.765079,-2.471017,0.996511
74,4,3.433733,-3.716949,1.082321
74,5,4.137598,-6.627365,1.172649
74,6,4.407796,-5.328862,1.207325
74,7,4.644060,-3.156869,1.237645
74,8,8.481705,-8.259619,1.730139
74,9,8.484859,-6.564411,1.730544
75,0,0.327878,2.402941,0.787998
75,1,0.702908,3.364342,0.843466
75,2,2.480456,3.662837,1.106367
75,3,2.633268,4.979308,1.128968
75,4,4.191929,6.214707,1.359495
75,5,4.230804,4.854061,1.365245
75,6,7.050044,6.768276,1.782213
75,7,7.448386,4.997814,1.841129
75,8,8.381793,9.884445,1.979180
75,9,9.829201,5.445490,2.193253
76,0,2.731543,9.708705,1.062823
76,1,2.833315,7.889558,1.076814
76,2,3.421862,11.033831,1.157719
76,3,4.388743,11.965265,1.290632
76,4,6.220017,14.731617,1.542369
76,5,6.403624,18.383558,1.567609
76,6,7.110662,19.781234,1.664803
76,7,7.339881,20.876484,1.696313
76,8,7.493908,17.663613,1.717486
76,9,9.212650,17.764701,1.953754
77,0,0.253635,-1.776460,0.336982
77,1,2.111434,-5.017492,0.456146
77,2,2.398724,-5.180417,0.474573
77,3,2.881697,-6.380397,0.505552
77,4,2.990442,-8.260381,0.512528
77,5,4.146713,-8.312797,0.586694
77,6,5.104157,-10.722535,0.648107
77,7,5.272914,-12.063976,0.658931
77,8,5.826909,-11.797746,0.694466
77,9,8.837077,-18.561256,0.887546
78,0,0.155041,-2.573597,0.605967
78,1,0.288911,-3.482983,0.621703
78,2,1.829695,-3.362922,0.802820
78,3,2.276228,-3.771269,0.855309
78,4,3.425178,-4.280138,0.990366
78,5,3.906554,-7.188826,1.046951
78,6,4.981590,-6.389443,1.173320
78,7,7.009039,-9.527569,1.411644
78,8,7.548477,-9.986039,1.475054
78,9,9.259204,-10.594737,1.676147
79,0,2.044238,-0.787911,0.364399
79,1,2.824273,-0.410631,0.404751
79,2,3.113109,-0.400770,0.419692
79,3,4.057278,-1.690761,0.468534
79,4,5.403685,-1.093525,0.538184
79,5,5.454262,-1.292630,0.540800
79,6,5.647962,-0.439063,0.550820
79,7,6.202620,-0.214387,0.579513
79,8,9.020572,-1.445651,0.725286
79,9,9.311512,-2.448221,0.740336
80,0,1.894407,2.539069,0.252961
80,1,2.027801,2.652813,0.257855
80,2,3.777786,-0.055043,0.322064
80,3,4.465545,0.261892,0.347298
80,4,4.827449,-1.423340,0.360577
80,5,5.464751,-0.806076,0.383960
80,6,7.674379,-3.566421,0.465033
80,7,8.021887,-3.633270,0.477783
80,8,9.532057,-5.441147,0.533192
80,9,9.823452,-4.077677,0.543884
81,0,1.068018,4.457395,0.896095
81,1,2.056135,3.635119,1.042015
81,2,3.075719,4.945868,1.192582
81,3,3.611293,5.277654,1.271673
81,4,4.445274,7.236676,1.394831
81,5,5.956226,7.130199,1.617961
81,6,6.811104,8.324459,1.744205
81,7,7.129692,10.587157,1.791252
81,8,8.673137,14.068939,2.019181
81,9,9.455737,11.020666,2.134751
82,0,0.578802,2.193337,0.676833
82,1,3.022884,-0.189702,0.973355
82,2,3.176879,-2.243968,0.992038
82,3,3.534517,-1.453728,1.035427
82,4,3.835123,-2.252248,1.071898
82,5,6.263877,-3.696203,1.366560
82,6,6.486482,-2.951631,1.393566
82,7,7.125777,-7.074876,1.471127
82,8,7.860098,-6.093526,1.560217
82,9,8.341507,-4.835351,1.618622
83,0,1.183334,7.341757,0.759531
83,1,1.687785,8.424518,0.821496
83,2,2.443657,9.897034,0.914343
83,3,2.904037,7.836128,0.970894
83,4,4.376665,11.893566,1.151785
83,5,4.653742,13.920026,1.185820
83,6,7.521820,17.712296,1.538121
83,7,8.123636,17.527963,1.612045
83,8,8.863420,19.671206,1.702916
83,9,9.337462,21.649256,1.761145
84,0,2.019969,-0.088817,0.807477
84,1,2.144211,-0.339983,0.821769
84,2,2.334526,-1.428693,0.843660
84,3,2.844501,-0.332171,0.902320
84,4,4.973722,-2.418704,1.147235
84,5,5.481921,-5.911993,1.205691
84,6,5.510492,-5.998425,1.208978
84,7,6.580908,-5.200287,1.332103
84,8,7.074320,-6.600966,1.388858
84,9,7.125552,-6.821132,1.394751
85,0,0.433915,-3.138006,0.437417
85,1,0.978926,-3.084231,0.481289
85,2,1.983540,-1.550394,0.562158
85,3,3.898692,1.493747,0.716323
85,4,4.338038,2.049466,0.751689
85,5,5.399101,3.929921,0.837102
85,6,5.540930,1.923629,0.848519
85,7,6.824773,4.824196,0.951865
85,8,7.368066,5.749515,0.995599
85,9,9.485665,9.448167,1.166061
86,0,0.712135,-2.984927,0.296221
86,1,2.062099,-3.923272,0.366228
86,2,2.307362,-3.523881,0.378947
86,3,5.067751,-5.387660,0.522096
86,4,5.999154,-6.624308,0.570397
86,5,6.762627,-6.958380,0.609989
86,6,7.046902,-7.730611,0.624731
86,7,7.883026,-7.107899,0.668091
86,8,8.939241,-9.880815,0.722864
86,9,9.968556,-8.106560,0.776243
87,0,0.430817,-1.974867,0.495593
87,1,0.470787,-1.786862,0.499241
87,2,0.833139,-1.227533,0.532307
87,3,1.590306,-0.248894,0.601403
87,4,6.083433,9.134924,1.011427
87,5,6.831210,9.854003,1.079666
87,6,7.456749,9.208632,1.136750
87,7,7.977453,12.496430,1.184267
87,8,8.563407,12.694610,1.237738
87,9,9.987881,16.641232,1.367730
88,0,0.501707,3.117158,0.546934
88,1,0.687399,3.637320,0.565394
88,2,1.191568,3.988401,0.615515
88,3,3.550299,2.727504,0.850000
88,4,3.955822,2.936680,0.890314
88,5,4.161332,4.236654,0.910744
88,6,4.703279,3.293493,0.964620
88,7,8.451939,3.551724,1.337281
88,8,9.335063,-0.426600,1.425074
88,9,9.704204,0.543296,1.461771
89,0,0.035872,-3.903148,0.582877
89,1,1.087348,-3.946941,0.704580
89,2,1.215180,-4.288890,0.719376
89,3,1.369229,-5.207180,0.737206
89,4,1.859540,-4.498198,0.793957
89,5,4.346477,-11.227255,1.081808
89,6,4.452695,-10.231734,1.094102
89,7,4.737010,-9.734796,1.127010
89,8,5.363153,-11.413474,1.199483
89,9,5.844686,-14.090418,1.255218
90,0,0.095340,2.057369,0.729970
90,1,0.827638,1.169567,0.834880
90,2,3.152615,0.016177,1.167962
90,3,3.759663,-3.524104,1.254929
90,4,4.741520,0.385483,1.395592
90,5,4.996652,-4.349383,1.432143
90,6,8.244783,-8.136626,1.897477
90,7,8.765248,-8.204763,1.972040
90,8,9.372722,-7.477678,2.059068
90,9,9.626193,-10.982014,2.095381
91,0,1.325127,5.349984,0.281869
91,1,2.613515,5.363977,0.339284
91,2,2.897428,5.222443,0.351936
91,3,3.271243,5.076359,0.368595
91,4,3.653203,5.860693,0.385616
91,5,3.944826,5.568351,0.398612
91,6,4.160147,5.323656,0.408208
91,7,6.552752,5.196544,0.514830
91,8,7.503891,5.215553,0.557216
91,9,9.144488,6.273691,0.630327
92,0,0.403472,-4.445953,0.757531
92,1,1.179836,-4.113574,0.866372
92,2,3.454811,-8.236516,1.185309
92,3,4.290076,-7.817688,1.302408
92,4,4.348373,-9.441300,1.310580
92,5,4.601785,-10.854356,1.346107
92,6,5.167374,-9.124289,1.425399
92,7,6.263525,-11.705513,1.579072
92,8,6.408354,-15.514153,1.599376
92,9,7.594561,-16.971720,1.765675
93,0,3.487274,-3.799318,0.701456
93,1,3.792748,-3.018677,0.726703
93,2,3.819390,-2.841270,0.728905
93,3,3.897945,-3.896916,0.735397
93,4,4.992972,-4.647878,0.825899
93,5,5.501139,-4.897679,0.867898
93,6,5.674567,-6.345700,0.882231
93,7,6.293455,-6.009775,0.933381
93,8,8.756585,-10.085403,1.136954
93,9,9.950307,-9.606871,1.235613
94,0,0.298506,0.711672,0.391068
94,1,2.145771,3.285950,0.527409
94,2,2.186475,4.900578,0.530413
94,3,4.516872,8.125330,0.702413
94,4,7.214756,14.761291,0.901537
94,5,7.854651,13.005472,0.948765
94,6,8.065595,14.054871,0.964335
94,7,8.465370,16.076693,0.993841
94,8,9.088655,16.207511,1.039844
94,9,9.341598,18.371230,1.058513
95,0,2.520656,0.076053,1.081244
95,1,4.007369,3.948580,1.294988
95,2,4.025177,0.729274,1.297549
95,3,4.721565,4.237538,1.397668
95,4,6.128317,10.379419,1.599917
95,5,6.548584,11.796208,1.660339
95,6,6.597684,5.834677,1.667398
95,7,6.714715,7.404308,1.684223
95,8,7.262921,7.111213,1.763039
95,9,7.484682,9.373158,1.794921
96,0,3.548845,0.480880,0.303799
96,1,4.140210,-0.162682,0.324815
96,2,4.591416,-0.598149,0.340849
96,3,5.297274,-0.585128,0.365933
96,4,5.950801,-0.082498,0.389158
96,5,6.792333,0.225612,0.419063
96,6,7.947059,0.022262,0.460098
96,7,8.653290,-1.156752,0.485196
96,8,9.104498,-0.541799,0.501230
96,9,9.380824,-0.024883,0.511050
97,0,1.707752,-6.260229,0.482437
97,1,3.603536,-9.629605,0.618786
97,2,4.668462,-9.893003,0.695378
97,3,5.274046,-9.582444,0.738933
97,4,5.999513,-10.849696,0.791110
97,5,6.071599,-10.725626,0.796295
97,6,7.121336,-13.233450,0.871794
97,7,8.968759,-15.695351,1.004665
97,8,9.887339,-15.252429,1.070731
97,9,9.976759,-16.962438,1.077163
98,0,0.740072,1.513651,0.712035
98,1,1.691025,1.017684,0.829998
98,2,3.902651,1.939335,1.104342
98,3,4.251959,2.611059,1.147672
98,4,4.948132,0.344732,1.234030
98,5,5.734372,1.356543,1.331560
98,6,6.870336,3.092009,1.472472
98,7,7.041957,5.341109,1.493761
98,8,7.362220,2.871583,1.533489
98,9,8.450944,5.723524,1.668541
99,0,0.683852,-0.983428,0.186349
99,1,1.713226,-2.186804,0.220097
99,2,2.534851,-2.573277,0.247035
99,3,2.753772,-3.133829,0.254212
99,4,4.604041,-4.478004,0.314875
99,5,6.295075,-6.955290,0.370316
99,6,6.496693,-6.000774,0.376926
99,7,6.914083,-6.605314,0.390611
99,8,8.042406,-8.001385,0.427604
99,9,9.532329,-9.475437,0.476452
