dataset,point,x,y,sigma
71,9,9.328071,12.037091,1.747995
72,0,0.136699,-3.310285,0.270952
72,1,0.259686,-2.059588,0.828096
72,2,0.333626,-2.499708,0.254738
72,3,2.272626,-2.752181,0.972761
72,4,3.012023,-0.422542,0.610032
72,5,4.081412,0.438087,0.626690
72,6,4.509514,1.044587,0.949724
72,7,5.053500,0.944512,0.243289
72,8,5.127860,1.401120,0.542520
72,9,6.861760,2.967237,0.415589
73,0,2.217701,-1.557819,0.855536
73,1,3.331746,-5.208561,1.296291
73,2,3.776373,-4.235620,0.279900
73,3,4.493063,-4.957832,1.112539
73,4,6.185437,-5.342268,0.483492
73,5,6.221640,-4.599023,0.885925
73,6,6.675721,-4.462534,1.224048
73,7,7.346894,-5.383422,1.177579
73,8,9.243567,-6.852762,0.247098
73,9,9.550933,-6.373718,1.217663
74,0,0.789210,-2.756516,0.844451
74,1,2.184169,-0.183242,0.742291
74,2,3.469940,0.978813,0.622284
74,3,4.234980,1.511393,1.032225
74,4,4.893832,3.305222,0.474938
74,5,5.881413,4.864756,0.247886
74,6,6.548083,4.019926,1.055772
74,7,7.240981,6.524323,0.782583
74,8,7.753014,7.418742,0.744003
74,9,9.651890,9.520024,0.258149
75,0,0.407408,-5.713218,1.171147
75,1,1.053219,-2.033720,2.616337
75,2,1.635365,-6.825834,1.221896
75,3,2.992108,-9.385361,0.490757
75,4,4.768316,-9.749446,2.599362
75,5,4.807272,-10.915715,2.804393
75,6,5.972950,-12.088418,2.229867
75,7,7.546866,-13.833042,0.735992
75,8,8.187960,-16.234129,1.893691
75,9,9.154091,-17.952231,2.624075
76,0,0.299514,-5.595261,1.879748
76,1,2.011478,-4.934316,1.135050
76,2,3.480683,-3.584974,0.626840
76,3,4.476921,-3.134140,0.707332
76,4,4.911711,-3.876319,1.661754
76,5,5.315692,-2.714505,1.382842
76,6,5.381305,-3.202584,2.088593
76,7,7.081887,-2.484716,0.752853
76,8,7.385605,-0.963182,2.015654
76,9,8.816749,-0.848958,0.905527
77,0,0.943919,1.786693,1.356294
77,1,1.897309,-0.058680,1.127266
77,2,2.332156,0.355683,0.763089
77,3,4.581436,-0.170193,1.415187
77,4,5.010085,-3.216327,1.358862
77,5,5.915948,-2.755140,1.320456
77,6,7.837821,-3.118626,0.960135
77,7,8.043312,-3.237965,0.760014
77,8,8.751150,-4.127509,1.270987
77,9,9.717146,-5.339840,1.334537
78,0,0.739104,4.348852,1.030075
78,1,1.503952,1.813265,1.058473
78,2,2.085749,5.045185,0.692334
78,3,2.226024,4.510863,0.914030
78,4,2.926083,6.870500,1.132035
78,5,4.006160,10.245191,2.291624
78,6,4.850898,6.693133,2.024297
78,7,7.938431,16.760800,1.519387
78,8,8.058797,13.847852,2.211049
78,9,8.790526,15.695905,1.461160
79,0,0.159761,-4.607163,1.451642
79,1,2.094386,-2.983514,0.812902
79,2,2.599897,0.152239,2.344753
79,3,4.695832,1.916812,2.616804
79,4,5.543339,-1.606218,1.442919
79,5,5.549868,-1.909461,2.344645
79,6,6.204872,-3.109709,2.476101
79,7,6.749714,-2.107910,1.784973
79,8,8.549533,-2.233129,2.684553
79,9,9.696132,-1.545439,2.595440
80,0,1.179513,2.645002,1.473275
80,1,2.287248,0.828372,1.079089
80,2,4.303743,1.384918,0.429250
80,3,4.529533,0.471501,0.952841
80,4,6.508243,-0.348938,0.475357
80,5,7.154748,-1.675646,1.448734
80,6,7.419612,-0.538331,0.968144
80,7,8.660092,-0.867557,1.650976
80,8,8.848215,-0.376321,0.493268
80,9,9.902367,-0.799664,0.853956
81,0,0.482857,1.995298,0.932257
81,1,0.729418,-1.227442,2.243756
81,2,3.494719,-0.654865,1.163508
81,3,3.887591,-1.828096,2.532626
81,4,5.083848,-4.290176,2.264550
81,5,5.705394,-2.490157,0.594966
81,6,6.741919,-5.346996,1.847457
81,7,6.813471,-8.025034,2.390275
81,8,7.964983,-4.388727,1.084123
81,9,8.507183,-7.128075,1.529867
82,0,0.618992,-1.767363,0.892864
82,1,2.871681,1.727810,0.429439
82,2,3.251751,2.825494,0.517176
82,3,3.496183,2.232617,0.361270
82,4,4.135162,2.923709,0.512895
82,5,5.422965,5.669861,2.218845
82,6,6.162716,5.034935,0.497854
82,7,8.823286,6.978914,1.991347
82,8,9.053534,7.598245,2.034650
82,9,9.667527,10.290065,1.333896
83,0,0.034970,-1.104298,2.428431
83,1,0.875653,0.971836,1.979484
83,2,1.847711,5.105106,2.322251
83,3,2.107838,-0.230033,1.512650
83,4,4.672353,0.721657,1.453162
83,5,5.984023,4.735136,1.009887
83,6,7.175704,4.295022,0.537551
83,7,7.493668,4.946234,0.755013
83,8,7.807954,5.653457,0.876009
83,9,9.462926,4.234415,2.300300
84,0,0.478611,4.785707,1.189558
84,1,0.609540,3.809687,0.496251
84,2,1.105491,5.514513,0.888290
84,3,2.403295,5.590985,0.918458
84,4,2.587997,5.172221,1.458239
84,5,5.235931,10.091649,0.947507
84,6,5.411869,11.753044,1.046784
84,7,7.699488,13.738902,1.305436
84,8,9.193163,15.718720,0.631436
84,9,9.765529,18.204532,1.142099
85,0,0.354680,0.989585,1.374383
85,1,2.471749,-1.257265,0.709673
85,2,3.453141,-3.785533,1.829297
85,3,4.134731,-2.437706,1.824224
85,4,4.668365,-7.844280,1.396950
85,5,5.110349,-5.704972,1.041727
85,6,5.471298,-5.132949,1.436283
85,7,5.738030,-5.599078,1.901858
85,8,8.877216,-10.739479,1.625106
85,9,9.650379,-11.840115,2.041240
86,0,0.300317,-0.276193,1.850174
86,1,3.328187,1.984564,0.964589
86,2,3.565205,2.330653,2.506627
86,3,4.534948,4.106453,2.523009
86,4,5.379087,6.891394,1.632820
86,5,6.170400,5.923957,2.564926
86,6,7.103453,6.753180,1.239811
86,7,7.382374,9.034748,0.436203
86,8,7.989763,13.617086,2.418870
86,9,9.737777,14.035539,0.954284
87,0,1.343094,5.697488,1.130107
87,1,2.698663,6.290694,1.151472
87,2,3.028378,11.072800,1.273550
87,3,3.808710,11.549658,1.197685
87,4,4.301183,10.833930,1.438432
87,5,5.099448,12.585878,0.502030
87,6,6.059433,15.834333,0.897156
87,7,7.486764,16.213612,0.742138
87,8,8.100410,19.129618,1.213269
87,9,9.460603,21.702883,1.068553
88,0,0.880576,-0.462133,0.349743
88,1,3.213298,-0.553977,0.139588
88,2,7.011834,-0.549415,0.625805
88,3,7.613068,-0.490249,0.203057
88,4,8.706515,-0.804146,0.607353
88,5,8.988416,-0.863083,0.363135
88,6,9.118499,-0.264088,0.213576
88,7,9.645069,-0.035659,0.323276
88,8,9.888545,-0.360736,0.179721
88,9,9.967074,0.090840,0.441371
89,0,0.168601,2.251539,0.519740
89,1,2.738782,0.539627,1.559509
89,2,4.603114,-0.362938,1.639753
89,3,5.193825,-0.204253,0.858093
89,4,5.437292,-1.825383,1.357263
89,5,6.968691,-1.387419,1.509497
89,6,7.808570,-4.190465,0.863375
89,7,8.885958,-3.333433,1.169738
89,8,9.052232,-3.425282,1.993268
89,9,9.600173,-2.927611,0.730606
90,0,1.965023,2.410953,0.399767
90,1,2.304193,1.470501,1.152527
90,2,2.931165,2.881845,1.179794
90,3,3.442300,3.543953,0.278326
90,4,4.422686,5.276120,1.221476
90,5,5.405607,5.872774,0.782731
90,6,6.375975,6.839576,0.616540
90,7,7.062286,7.314910,1.039305
90,8,7.720182,6.568658,0.851564
90,9,9.104954,8.535021,1.100883
91,0,0.792750,2.567019,1.408889
91,1,0.881640,4.061053,1.272439
91,2,2.649649,8.742600,1.497903
91,3,3.793443,9.114521,0.404441
91,4,4.475938,11.680108,0.833600
91,5,5.736770,11.791402,0.591456
91,6,8.166752,15.836942,0.395944
91,7,8.474430,16.899254,1.146808
91,8,8.802067,17.267889,1.160834
91,9,9.271924,20.281243,1.413990
92,0,0.069692,1.642455,1.527871
92,1,0.324768,3.052351,1.401105
92,2,1.417552,1.422124,0.451420
92,3,2.849305,0.353551,0.723565
92,4,3.598388,0.434310,1.062934
92,5,6.509507,-3.510912,0.646109
92,6,6.562250,-2.296779,0.750308
92,7,9.193297,-3.897635,1.529609
92,8,9.512902,-5.192664,1.172749
92,9,9.890029,-3.995393,1.470789
93,0,0.098329,-3.409561,0.826561
93,1,0.350340,-4.257711,2.585581
93,2,0.653775,-4.631766,1.686369
93,3,1.197865,-4.843322,0.565824
93,4,2.517319,-10.468719,1.924373
93,5,2.773900,-7.767146,2.641554
93,6,3.798611,-4.561865,2.505705
93,7,6.234036,-15.289970,1.152047
93,8,7.794225,-17.768068,0.712189
93,9,7.902131,-20.238582,2.515840
94,0,0.698669,4.477281,0.359573
94,1,0.704568,4.428782,1.017710
94,2,1.044484,4.857819,0.439947
94,3,1.661502,5.460654,1.511422
94,4,3.623466,6.524011,1.009058
94,5,3.912219,7.778821,0.746832
94,6,6.396333,8.266582,0.570505
94,7,7.012953,7.041098,1.737462
94,8,7.127891,7.566451,2.103708
94,9,9.296041,9.558710,0.724856
95,0,0.149617,2.368906,0.797848
95,1,3.174033,2.852503,0.408750
95,2,3.412381,2.267014,0.315879
95,3,4.784531,3.071548,0.541231
95,4,5.862873,3.839228,0.556285
95,5,6.448687,4.149257,0.312527
95,6,7.068624,3.690571,0.502481
95,7,7.411149,4.607625,0.185356
95,8,7.911171,4.359176,0.761173
95,9,9.444467,5.410577,0.174843
96,0,1.011618,0.284113,0.367954
96,1,1.733377,2.527188,0.376662
96,2,3.345606,3.373603,0.241490
96,3,3.517609,3.667904,0.417363
96,4,5.846882,7.484547,0.812314
96,5,5.981400,6.745878,0.848265
96,6,6.291281,7.552203,0.336712
96,7,9.013556,13.037617,0.996385
96,8,9.128812,10.750804,0.580140
96,9,9.653767,14.332321,1.004318
97,0,2.187534,-0.089345,0.537669
97,1,3.925504,-3.969160,1.523206
97,2,4.154365,-2.962099,0.583085
97,3,4.295990,-2.435730,1.348186
97,4,7.740165,-8.503231,1.537777
97,5,8.119003,-6.963874,1.219635
97,6,8.125743,-7.895475,1.024538
97,7,8.315041,-7.501446,0.708948
97,8,9.397193,-9.862995,1.732027
97,9,9.497074,-10.114185,1.575629
98,0,0.069437,4.088415,1.095792
98,1,1.073206,3.508383,1.316992
98,2,2.396968,4.859366,2.177968
98,3,3.278288,5.899838,0.359827
98,4,3.400112,4.185428,1.515528
98,5,3.949855,6.042620,2.074212
98,6,6.305975,9.327452,1.715208
98,7,6.837844,7.430758,1.030032
98,8,7.223711,8.948966,1.712676
98,9,9.063509,6.694605,1.669042
99,0,0.455035,-2.054321,0.412903
99,1,0.696042,-1.150239,0.292445
99,2,1.343832,-0.074712,0.162439
99,3,1.526634,-0.423556,0.601669
99,4,2.633075,2.025826,0.592526
99,5,5.035960,4.217599,1.049522
99,6,6.450714,8.155719,0.991949
99,7,9.455130,12.511309,0.161971
99,8,9.500638,12.169487,0.562249
99,9,9.656906,12.417222,0.336497
