dataset,point,x,y,sigma
71,7,5.452971,-8.284616,0.952301
71,8,6.310731,-9.079616,0.952301
71,9,8.838970,-11.583932,0.952301
72,0,1.761622,3.353384,0.627736
72,1,1.885468,2.232340,0.627736
72,2,1.960973,3.490405,0.627736
72,3,2.369197,3.908709,0.627736
72,4,2.376793,4.325209,0.627736
72,5,3.325038,5.212142,0.627736
72,6,4.020851,7.068818,0.627736
72,7,5.358398,8.789003,0.627736
72,8,7.956800,13.865950,0.627736
72,9,8.096759,14.194532,0.627736
73,0,1.041215,3.407061,1.025175
73,1,1.801062,3.843888,1.025175
73,2,2.557610,3.269023,1.025175
73,3,4.209808,0.358713,1.025175
73,4,5.255009,0.876044,1.025175
73,5,5.872286,-1.261890,1.025175
73,6,5.960129,-2.595613,1.025175
73,7,8.071087,-3.151286,1.025175
73,8,8.522607,-2.350032,1.025175
73,9,9.993913,-4.565144,1.025175
74,0,1.234883,-3.297561,1.078471
74,1,1.336889,-5.144446,1.078471
74,2,2.245532,-4.924129,1.078471
74,3,2.705522,-6.591433,1.078471
74,4,3.859617,-5.595884,1.078471
74,5,3.993841,-7.298699,1.078471
74,6,4.283295,-6.319245,1.078471
74,7,4.285991,-5.894495,1.078471
74,8,6.416370,-8.333403,1.078471
74,9,7.396932,-9.126191,1.078471
75,0,1.781623,-1.105098,0.792647
75,1,2.073224,0.580599,0.792647
75,2,4.293486,2.421369,0.792647
75,3,4.339983,2.830664,0.792647
75,4,4.647611,3.680607,0.792647
75,5,4.759415,3.488075,0.792647
75,6,8.065653,9.762363,0.792647
75,7,8.521228,8.851666,0.792647
75,8,9.043928,10.299394,0.792647
75,9,9.453229,12.866821,0.792647
76,0,0.071929,-4.076721,0.541791
76,1,1.640338,-4.545858,0.541791
76,2,2.129746,-2.860896,0.541791
76,3,2.355144,-1.932720,0.541791
76,4,2.818345,-3.763013,0.541791
76,5,4.804473,-1.829167,0.541791
76,6,6.191718,-1.685976,0.541791
76,7,6.198444,-2.836621,0.541791
76,8,7.909462,-0.784609,0.541791
76,9,9.774352,-0.684185,0.541791
77,0,1.443835,4.084426,0.600415
77,1,2.685415,5.503557,0.600415
77,2,3.733101,5.182011,0.600415
77,3,4.096570,4.212139,0.600415
77,4,4.479484,6.344166,0.600415
77,5,5.040958,6.896506,0.600415
77,6,7.280941,6.359587,0.600415
77,7,8.457275,7.949760,0.600415
77,8,9.407355,7.169347,0.600415
77,9,9.830551,7.051110,0.600415
78,0,0.237825,-2.112531,0.718454
78,1,0.380632,-2.808334,0.718454
78,2,1.850557,-1.770473,0.718454
78,3,3.087814,-1.790627,0.718454
78,4,3.492655,-3.844707,0.718454
78,5,3.708779,-3.855015,0.718454
78,6,4.909276,-3.159325,0.718454
78,7,5.756808,-1.827672,0.718454
78,8,5.877492,-3.818697,0.718454
78,9,7.367940,-3.225867,0.718454
79,0,0.297031,1.583579,0.738900
79,1,0.622594,1.218918,0.738900
79,2,1.399525,3.393883,0.738900
79,3,3.855245,6.748535,0.738900
79,4,5.054053,7.772303,0.738900
79,5,5.717526,9.327755,0.738900
79,6,6.345394,9.094486,0.738900
79,7,6.349589,8.659556,0.738900
79,8,7.032985,9.425437,0.738900
79,9,7.534994,11.604811,0.738900
80,0,0.124628,-1.221506,1.169322
80,1,0.912656,-0.643738,1.169322
80,2,2.543437,-2.466831,1.169322
80,3,4.547148,-2.028829,1.169322
80,4,4.873395,-2.575799,1.169322
80,5,7.465227,-4.139345,1.169322
80,6,7.554882,-1.072501,1.169322
80,7,8.006908,-5.272301,1.169322
80,8,9.055899,-4.932288,1.169322
80,9,9.878648,-4.454877,1.169322
81,0,1.568649,-0.340195,1.238970
81,1,3.855814,-5.397883,1.238970
81,2,4.813265,-6.397442,1.238970
81,3,6.546143,-7.945261,1.238970
81,4,6.634208,-6.047110,1.238970
81,5,7.682068,-8.889140,1.238970
81,6,7.849738,-10.744441,1.238970
81,7,8.575263,-10.899607,1.238970
81,8,9.557988,-12.259316,1.238970
81,9,9.569297,-14.428744,1.238970
82,0,0.264658,2.905777,1.367415
82,1,0.839159,2.513871,1.367415
82,2,2.107962,0.575791,1.367415
82,3,2.470857,-1.235356,1.367415
82,4,3.188925,-1.742303,1.367415
82,5,4.416977,1.079557,1.367415
82,6,4.919486,-3.326415,1.367415
82,7,5.761010,-4.303128,1.367415
82,8,7.250083,-4.433134,1.367415
82,9,8.395236,-7.620816,1.367415
83,0,1.414092,-2.105421,1.245414
83,1,1.475007,-2.231186,1.245414
83,2,1.790604,-1.111708,1.245414
83,3,2.272880,-0.479496,1.245414
83,4,2.879441,-1.112834,1.245414
83,5,4.446400,-1.398608,1.245414
83,6,6.360022,-1.174141,1.245414
83,7,6.982275,-1.085438,1.245414
83,8,7.561329,-3.171160,1.245414
83,9,8.436063,-4.238706,1.245414
84,0,0.286797,0.686677,1.174677
84,1,0.776608,3.015084,1.174677
84,2,1.184996,4.048995,1.174677
84,3,2.506612,7.593521,1.174677
84,4,2.532084,5.887348,1.174677
84,5,3.026191,10.260183,1.174677
84,6,5.598901,14.470470,1.174677
84,7,5.862878,12.342193,1.174677
84,8,6.403317,12.398848,1.174677
84,9,6.880013,13.579615,1.174677
85,0,0.612992,-3.813149,1.493270
85,1,0.728712,0.582276,1.493270
85,2,1.622340,3.993815,1.493270
85,3,2.348579,1.737598,1.493270
85,4,3.077812,3.004865,1.493270
85,5,3.100485,4.472339,1.493270
85,6,4.381485,8.082504,1.493270
85,7,5.540915,9.604174,1.493270
85,8,6.887862,9.113587,1.493270
85,9,9.386987,14.628371,1.493270
86,0,1.498097,4.396085,1.240759
86,1,1.614815,2.979650,1.240759
86,2,2.635994,3.637467,1.240759
86,3,2.757511,3.485001,1.240759
86,4,2.930986,2.739337,1.240759
86,5,4.269814,1.776049,1.240759
86,6,4.858718,2.536636,1.240759
86,7,7.151719,1.550243,1.240759
86,8,7.616330,3.046742,1.240759
86,9,8.198750,0.560491,1.240759
87,0,1.914569,-0.569924,0.675517
87,1,2.163769,0.477530,0.675517
87,2,2.308923,0.659455,0.675517
87,3,3.529589,1.555354,0.675517
87,4,3.632151,1.259595,0.675517
87,5,5.585929,3.994490,0.675517
87,6,6.188875,5.332431,0.675517
87,7,6.728384,3.295573,0.675517
87,8,7.543428,5.984493,0.675517
87,9,7.741864,4.909987,0.675517
88,0,0.167573,1.627041,0.630362
88,1,1.504047,2.219917,0.630362
88,2,1.663169,2.034402,0.630362
88,3,5.259282,0.230388,0.630362
88,4,6.567360,0.155809,0.630362
88,5,7.204588,0.517805,0.630362
88,6,7.522162,0.645414,0.630362
88,7,7.820391,1.259921,0.630362
88,8,8.486354,0.516359,0.630362
88,9,9.938349,1.209115,0.630362
89,0,0.231538,0.869624,0.923498
89,1,1.479193,0.927331,0.923498
89,2,1.765583,1.448593,0.923498
89,3,3.915243,0.761693,0.923498
89,4,4.013559,0.066306,0.923498
89,5,5.271990,-0.269907,0.923498
89,6,5.539380,1.281031,0.923498
89,7,5.691131,-1.033259,0.923498
89,8,7.387439,-1.788150,0.923498
89,9,9.425501,0.037492,0.923498
90,0,0.077132,-0.019446,0.746657
90,1,2.415185,-2.519391,0.746657
90,2,4.067744,-4.565674,0.746657
90,3,5.465262,-7.618710,0.746657
90,4,5.734913,-8.568731,0.746657
90,5,6.625247,-9.899423,0.746657
90,6,6.732953,-8.281693,0.746657
90,7,7.791499,-11.519256,0.746657
90,8,8.869116,-13.630806,0.746657
90,9,9.088463,-14.162494,0.746657
91,0,0.795950,2.059380,1.169425
91,1,1.098946,1.449514,1.169425
91,2,1.711615,-1.442651,1.169425
91,3,4.143107,-3.366102,1.169425
91,4,4.482529,-3.663405,1.169425
91,5,5.507063,-6.582715,1.169425
91,6,6.360959,-7.255778,1.169425
91,7,8.726832,-13.586836,1.169425
91,8,9.614121,-13.264009,1.169425
91,9,9.873329,-14.436494,1.169425
92,0,0.734300,5.061135,0.985077
92,1,0.895748,2.661753,0.985077
92,2,2.119431,2.375605,0.985077
92,3,3.163393,1.554537,0.985077
92,4,3.886399,2.843731,0.985077
92,5,5.048598,0.102456,0.985077
92,6,5.100328,1.467440,0.985077
92,7,8.226013,-1.307241,0.985077
92,8,9.045725,-2.183709,0.985077
92,9,9.897815,-4.298361,0.985077
93,0,1.483786,1.808344,1.199896
93,1,2.362319,-0.605709,1.199896
93,2,2.475350,-0.092007,1.199896
93,3,2.912148,-1.096498,1.199896
93,4,3.477880,-0.702002,1.199896
93,5,4.445859,-4.715268,1.199896
93,6,4.595667,-2.240628,1.199896
93,7,6.588810,-3.024385,1.199896
93,8,7.376947,-3.035664,1.199896
93,9,9.124802,-5.887590,1.199896
94,0,0.200295,-1.160230,0.326544
94,1,0.690756,-0.176376,0.326544
94,2,4.053305,4.833770,0.326544
94,3,4.108578,4.329246,0.326544
94,4,5.752269,6.959116,0.326544
94,5,6.122329,7.344617,0.326544
94,6,7.366511,8.907507,0.326544
94,7,7.961659,9.250456,0.326544
94,8,8.408659,10.439426,0.326544
94,9,8.898064,10.922249,0.326544
95,0,0.251121,3.284783,0.515321
95,1,0.778271,1.557137,0.515321
95,2,1.193269,1.483755,0.515321
95,3,2.305479,2.016681,0.515321
95,4,3.270441,2.402959,0.515321
95,5,3.311825,2.488748,0.515321
95,6,4.339572,2.644266,0.515321
95,7,9.165521,1.031911,0.515321
95,8,9.250948,0.315796,0.515321
95,9,9.272299,1.078685,0.515321
96,0,1.764677,7.258105,0.711962
96,1,3.210520,10.541047,0.711962
96,2,3.236016,11.041158,0.711962
96,3,5.867753,14.774767,0.711962
96,4,6.128618,15.961198,0.711962
96,5,6.338807,16.643581,0.711962
96,6,7.387274,19.009573,0.711962
96,7,7.699346,19.089382,0.711962
96,8,9.219503,24.172147,0.711962
96,9,9.747551,24.517047,0.711962
97,0,0.625828,3.930253,0.796972
97,1,1.075505,2.444608,0.796972
97,2,3.389673,0.595120,0.796972
97,3,5.656916,-1.722357,0.796972
97,4,5.986970,-2.458614,0.796972
97,5,6.235571,-2.728671,0.796972
97,6,7.206159,-2.649785,0.796972
97,7,8.994807,-5.433495,0.796972
97,8,9.865725,-5.671270,0.796972
97,9,9.887155,-5.477253,0.796972
98,0,2.432938,-0.396879,1.161960
98,1,3.092712,-2.098029,1.161960
98,2,3.353674,-0.856052,1.161960
98,3,3.730874,0.077664,1.161960
98,4,4.272022,-1.165488,1.161960
98,5,6.419891,-4.095181,1.161960
98,6,7.451908,-4.111771,1.161960
98,7,8.380502,-5.176046,1.161960
98,8,8.569003,-7.222615,1.161960
98,9,9.425014,-7.199842,1.161960
99,0,0.075366,-0.911844,0.951183
99,1,0.768000,0.059745,0.951183
99,2,4.867504,3.432024,0.951183
99,3,5.009081,4.534345,0.951183
99,4,5.392602,3.798626,0.951183
99,5,5.659030,4.333669,0.951183
99,6,7.001449,6.034941,0.951183
99,7,7.631531,7.332113,0.951183
99,8,9.497989,8.519163,0.951183
99,9,9.970522,9.669854,0.951183
