dataset,point,x,y,sigma
71,6,8.578634,-9.526969,0.375552
71,7,8.828876,-9.682393,0.329872
71,8,8.844421,-9.814244,0.698489
71,9,8.896242,-9.454781,0.562317
72,0,0.064576,1.661436,0.768469
72,1,2.452856,-4.178359,1.677398
72,2,2.654885,2.768460,2.092690
72,3,6.173746,-4.866803,1.634148
72,4,7.420736,-7.538847,0.396569
72,5,7.731598,-5.885719,1.158751
72,6,7.827539,-5.802495,2.081086
72,7,8.954568,-9.670701,1.761494
72,8,9.045221,-4.906885,1.694366
72,9,9.584293,-9.620788,0.560558
73,0,0.462426,4.104894,2.612511
73,1,2.185826,3.984724,2.660918
73,2,4.296634,5.909854,1.012205
73,3,5.524947,7.782074,2.117407
73,4,5.638887,4.619252,0.989682
73,5,5.851424,4.248430,1.388278
73,6,5.870487,7.357339,2.165363
73,7,8.003719,9.961872,1.256203
73,8,8.089749,8.479202,1.888826
73,9,8.666155,5.468863,1.935955
74,0,0.335500,-3.716673,0.340133
74,1,1.948624,-6.224405,2.122579
74,2,2.051445,-6.394412,0.538648
74,3,3.450582,-8.809978,1.939419
74,4,4.121445,-8.832249,0.586453
74,5,4.912884,-10.103021,0.751569
74,6,6.100471,-11.547824,1.116773
74,7,7.312025,-13.023419,1.016987
74,8,8.307047,-11.876700,2.072591
74,9,8.435994,-13.034248,1.253892
75,0,0.660236,-1.125640,0.839865
75,1,0.937426,-0.967832,0.328925
75,2,1.086022,-2.013743,0.600192
75,3,2.566591,-0.116586,0.810015
75,4,4.107583,1.365857,0.753771
75,5,6.606722,4.958182,1.044167
75,6,7.173060,3.145150,1.022469
75,7,7.555307,1.929866,0.823620
75,8,9.748015,4.332815,0.613482
75,9,9.751277,6.008714,0.532669
76,0,1.638975,-0.288679,0.854258
76,1,3.727397,-1.654666,0.328018
76,2,5.301085,-3.547101,1.076117
76,3,5.623741,-3.801509,0.787563
76,4,6.095235,-4.764107,0.818566
76,5,6.464994,-5.467158,0.209251
76,6,7.408715,-8.003055,0.653468
76,7,7.935664,-7.513369,0.584796
76,8,8.076717,-7.350094,0.245243
76,9,8.259038,-7.263166,0.312018
77,0,0.411241,-4.023446,0.323139
77,1,1.244435,-2.727171,0.290884
77,2,2.480952,-0.609080,0.167527
77,3,2.870304,0.246402,0.376796
77,4,3.196350,0.882550,0.416930
77,5,5.068450,4.072274,0.109474
77,6,5.718754,4.750061,0.215147
77,7,7.701515,7.955657,0.254983
77,8,7.790915,7.399895,0.496435
77,9,9.487746,10.966267,0.287391
78,0,0.225629,-5.570517,0.395911
78,1,0.958850,-5.265264,0.393983
78,2,1.255083,-5.859306,0.345687
78,3,3.045412,-7.114993,0.335382
78,4,4.318582,-7.765652,0.451128
78,5,5.138211,-7.721048,0.681614
78,6,8.104740,-9.056699,0.375222
78,7,8.205434,-9.583189,0.273646
78,8,8.618494,-9.430215,0.699926
78,9,9.071020,-10.355435,0.713829
79,0,2.119377,2.119983,0.894309
79,1,2.682525,3.404465,1.136497
79,2,4.029953,1.992215,1.911405
79,3,4.368024,2.727733,1.414075
79,4,4.448257,1.074728,1.097708
79,5,5.536263,3.685661,0.458206
79,6,5.789450,3.402456,0.900509
79,7,8.230109,4.197883,1.909880
79,8,8.590049,5.615047,1.308506
79,9,9.021376,4.530045,0.578117
80,0,1.610537,-0.894066,2.059277
80,1,2.052676,2.667469,0.382189
80,2,2.927396,2.528260,1.427781
80,3,3.893363,0.542846,0.677308
80,4,4.246185,1.106433,0.388608
80,5,4.341279,-0.720424,0.932132
80,6,4.748391,1.182157,1.694340
80,7,5.793922,-0.059394,1.657532
80,8,7.604263,-2.881671,0.680016
80,9,8.196747,-2.156515,0.497359
81,0,0.139779,-4.394135,0.592101
81,1,1.468096,-5.514625,0.505006
81,2,1.602237,-4.623831,0.253762
81,3,2.921106,-5.472597,0.430580
81,4,6.463489,-6.771793,0.572025
81,5,6.950443,-8.399292,0.334160
81,6,7.193114,-7.949564,0.300809
81,7,7.461181,-8.341719,0.601139
81,8,9.356725,-9.170738,0.197201
81,9,9.975867,-8.977983,0.406623
82,0,0.116981,-1.142591,0.740908
82,1,0.135057,0.494433,1.170086
82,2,0.363670,-3.821101,1.685878
82,3,1.016116,-3.090107,2.208020
82,4,1.526857,-2.108049,1.314818
82,5,1.851477,-5.753604,2.268226
82,6,4.175170,-5.223457,2.497001
82,7,4.680586,-14.779036,2.595043
82,8,6.794745,-11.615881,2.268141
82,9,7.234592,-15.571376,1.470610
83,0,0.371789,3.917637,0.531584
83,1,3.755789,-2.362203,2.043594
83,2,4.876005,-4.668319,2.674589
83,3,5.760633,-5.100192,1.973050
83,4,5.783798,-2.538031,1.983388
83,5,6.428396,-6.389690,1.327591
83,6,8.466111,-9.506295,0.833252
83,7,8.927174,-10.965349,1.234906
83,8,9.076205,-10.254554,1.502721
83,9,9.654682,-10.313231,1.247234
84,0,1.490270,-1.457773,0.975516
84,1,2.670589,-0.343164,0.709452
84,2,2.710893,-2.307630,0.689139
84,3,3.080775,-1.993393,0.752745
84,4,3.805201,-1.968757,0.834200
84,5,3.880214,-2.798876,0.299506
84,6,5.027273,-2.886656,1.263753
84,7,6.742044,-5.997923,0.476967
84,8,7.288667,-5.567737,0.229671
84,9,7.853298,-5.346561,0.880696
85,0,0.599360,-0.866192,0.224646
85,1,0.631153,-0.802637,0.488970
85,2,0.856061,-0.684508,0.352605
85,3,1.158008,-1.734454,0.381605
85,4,2.154982,-1.298702,0.883223
85,5,4.479509,-5.500490,0.550406
85,6,5.063835,-5.873713,0.597670
85,7,6.657518,-6.647596,0.492604
85,8,8.827854,-9.478769,0.720347
85,9,9.816734,-10.568998,0.353720
86,0,0.427600,-1.895222,0.991586
86,1,1.466427,-2.507239,1.972744
86,2,2.203105,-0.022434,1.700212
86,3,3.775868,-2.304302,1.877539
86,4,5.983849,-2.409053,0.983468
86,5,6.479514,-2.700603,1.885935
86,6,6.652457,-3.464174,0.700262
86,7,6.691748,-1.807134,1.539735
86,8,7.870827,-2.696531,0.453443
86,9,8.995835,-2.126283,1.945636
87,0,0.510461,-1.550362,1.753866
87,1,2.456098,-3.259192,2.126029
87,2,4.291371,-3.732812,0.608812
87,3,4.524037,-4.973525,0.804934
87,4,5.229324,-4.046329,0.715350
87,5,5.241022,-4.332160,2.360083
87,6,5.547650,-5.687262,0.954601
87,7,5.651882,-4.242444,0.652074
87,8,6.392117,-5.664099,1.013580
87,9,7.931593,-4.847475,2.251265
88,0,0.003159,1.813092,0.984249
88,1,1.180889,1.650206,1.226318
88,2,1.425818,-2.792411,2.733442
88,3,2.069357,-1.478066,1.556106
88,4,2.437216,-1.733520,0.872176
88,5,3.752584,-4.463781,0.708042
88,6,4.357179,-6.191853,0.841501
88,7,5.093822,-9.462013,2.045043
88,8,5.824646,-6.845442,1.762145
88,9,7.198304,-10.655917,2.256263
89,0,3.057015,0.060099,0.564721
89,1,3.771269,0.113546,0.324388
89,2,5.463020,3.611005,0.849859
89,3,5.775359,2.541370,0.535258
89,4,6.454587,3.131019,1.354453
89,5,6.635689,3.256364,1.125446
89,6,6.884039,3.470768,0.713154
89,7,7.372016,4.101251,0.313607
89,8,7.979328,5.845715,1.193009
89,9,8.607758,4.254671,1.268433
90,0,0.098850,1.498694,2.256496
90,1,0.755496,0.705881,0.365331
90,2,1.489001,2.668018,1.016392
90,3,2.534784,1.234305,1.684370
90,4,2.585085,3.369963,1.057341
90,5,2.931592,3.198782,0.441249
90,6,4.018970,4.022000,0.621592
90,7,6.344899,5.424909,1.379788
90,8,7.202845,10.243349,2.141372
90,9,7.542241,8.390122,0.512059
91,0,0.342819,2.342398,1.987592
91,1,5.223586,1.369506,1.176225
91,2,5.477801,4.912278,1.259183
91,3,5.711870,3.532655,2.574272
91,4,7.459227,3.527495,1.355924
91,5,7.729655,1.992169,0.908673
91,6,7.781997,4.932746,0.800195
91,7,8.433574,3.676557,1.063755
91,8,9.003156,6.811321,1.818535
91,9,9.548325,3.721299,1.595133
92,0,0.637569,5.435399,2.296815
92,1,1.423238,3.738786,2.151897
92,2,1.507469,3.885827,1.549552
92,3,3.205300,5.729844,1.295162
92,4,3.382411,6.632698,1.624178
92,5,3.517309,5.901659,1.719104
92,6,3.518993,6.937745,0.724216
92,7,6.194402,11.432655,2.137678
92,8,7.454724,6.193330,1.041563
92,9,9.618469,8.564887,1.201335
93,0,0.114772,5.324099,1.407667
93,1,1.547921,1.198942,1.740270
93,2,3.915851,1.518289,1.278888
93,3,4.306737,0.018066,0.418625
93,4,6.406743,-3.112154,1.216045
93,5,6.866321,-3.862166,0.854924
93,6,8.589902,-3.788729,1.075985
93,7,8.807829,-5.014870,0.714267
93,8,9.819192,-3.083414,1.006772
93,9,9.934758,-4.975052,0.695821
94,0,0.390024,-0.994119,2.856806
94,1,1.799572,3.166390,1.517574
94,2,1.869571,2.026498,0.844200
94,3,2.167345,4.428485,2.422612
94,4,2.441252,1.771990,2.806050
94,5,4.603274,5.665901,2.590918
94,6,4.651394,4.170111,1.175634
94,7,8.162657,6.144285,2.226128
94,8,9.307229,7.185171,1.413981
94,9,9.922017,5.391026,2.409536
95,0,0.739231,4.213709,2.288649
95,1,0.894198,1.813000,0.979013
95,2,2.789925,-1.757676,0.492046
95,3,3.049811,1.727609,1.396413
95,4,4.600065,-4.008302,0.366290
95,5,5.164704,-5.688061,1.746863
95,6,6.187111,-7.743743,1.104873
95,7,6.822788,-8.848984,0.615728
95,8,7.787491,-10.632358,0.534943
95,9,9.369516,-8.601401,2.340877
96,0,1.902197,3.832050,1.067887
96,1,2.130844,3.756136,0.477026
96,2,2.287841,2.522272,0.907433
96,3,3.226711,3.082762,0.767555
96,4,4.859841,6.038542,1.196820
96,5,5.170529,7.204698,1.125609
96,6,5.978990,5.142391,1.073278
96,7,6.815222,7.518778,0.573379
96,8,7.543226,7.545413,0.377245
96,9,7.823804,8.526590,1.176398
97,0,1.695865,-0.632544,1.054151
97,1,2.097887,-1.475514,0.303528
97,2,4.680595,-0.975818,0.331346
97,3,4.727119,-1.890488,0.633739
97,4,6.816202,-1.799998,0.634763
97,5,7.981684,-1.484353,0.243028
97,6,8.057780,-1.675771,0.940472
97,7,8.210338,-1.166574,0.317452
97,8,9.145313,-1.092971,0.728892
97,9,9.369215,-1.674379,0.443748
98,0,2.411062,-0.446941,1.739216
98,1,2.652237,-3.886221,0.952387
98,2,2.714167,-1.768176,1.222279
98,3,2.977772,-4.152370,1.196018
98,4,5.025615,-5.025987,1.582033
98,5,5.652386,-5.553229,1.508464
98,6,8.575352,-9.431660,1.399691
98,7,8.727987,-8.933537,0.688622
98,8,8.951058,-10.079741,0.790526
98,9,9.197513,-11.795431,0.439309
99,0,1.214032,2.452956,0.652200
99,1,1.409625,2.435458,0.204996
99,2,2.208719,4.281572,0.647911
99,3,2.496195,4.570962,0.191933
99,4,2.770531,3.989474,0.396025
99,5,3.463283,5.370426,1.072302
99,6,3.806944,6.411210,0.936884
99,7,5.045791,9.101807,0.877951
99,8,8.648715,15.205662,0.472388
99,9,8.869655,15.883551,0.618197
